solicitacao_bairro,processo_ocorrencia,confirmado,latitude,longitude,rain_hour,rain_day,altitude,ground_type,danger_level,flooding_risk,ground_amplitude,filtered_ocorrencia
4,6,1,-8.0104239,-34.9140747,4.4,16.0,68.0,0,2,3,3,1
36,6,1,-8.0022116,-34.9161254,0.0,-1.0,25.0,5,0,3,3,1
69,2,0,-8.0860351,-34.8874401,0.0,-1.0,8.0,1,1,0,0,0
43,12,0,-7.990989,-34.9336276,0.0,0.0,31.0,5,2,3,3,0
57,6,1,-8.0115553,-34.9267723,0.2,31.0,74.0,0,2,3,3,1
87,12,0,-8.011774,-34.919054,0.0,3.0,40.0,0,2,3,3,0
76,9,0,-8.0444755,-34.8885649,0.0,2.0,12.0,7,1,0,0,0
86,9,0,-8.0367005,-34.9776176,0.0,0.0,83.0,6,1,3,3,1
86,6,1,-8.022168,-34.9655986,0.0,0.0,12.0,4,0,3,3,1
43,1,0,-7.9930052,-34.9322037,6.2,146.0,67.0,5,2,3,3,0
64,6,1,-8.0009347,-34.9322272,0.0,25.0,50.0,5,2,3,3,1
86,6,1,-8.022168,-34.9655986,0.0,4.0,12.0,4,0,3,3,1
67,6,1,-7.9893192,-34.9282,0.0,25.0,46.0,5,2,2,1,1
10,9,0,-8.1048895,-34.9510838,1.6,84.0,49.0,6,1,3,3,1
35,0,0,-8.0188669,-34.961401,3.1,40.2,6.0,0,1,0,1,0
86,12,0,-8.0319678,-34.9776739,0.0,4.0,79.0,4,2,3,3,0
62,12,0,-8.0239543,-34.9120952,0.0,29.0,18.0,7,1,3,3,0
64,6,1,-8.0030566,-34.9259801,0.0,0.0,46.0,5,2,3,3,1
16,9,0,-8.0812901,-34.8789283,0.0,2.0,7.0,2,1,0,0,0
77,9,0,-8.06560075,-34.87723284533806,0.0,3.1,14.0,7,1,0,0,0
36,9,0,-8.0022485,-34.9113225,0.0,0.0,37.0,5,0,3,3,1
52,9,0,-8.0391226,-34.9309954,0.0,0.0,9.0,0,1,0,0,0
76,9,0,-8.05381085,-34.87934338891063,0.0,2.0,7.0,7,1,0,0,0
74,1,0,-8.0732922,-34.9211698,0.0,3.0,10.0,2,1,0,0,0
31,9,0,-8.0891133,-34.969638,0.0,3.0,14.0,6,3,3,4,1
13,9,0,-8.0592778,-34.8940949,0.0,0.0,9.0,1,1,0,0,0
85,9,0,-8.0848512,-34.9577065,0.0,1.0,20.0,6,1,0,1,0
64,6,1,-8.0032365,-34.9238021,0.0,5.0,36.0,5,1,3,3,1
64,6,1,-7.9999358,-34.9268208,15.0,84.0,66.0,5,2,3,3,1
36,9,0,-7.9929321,-34.9156826,0.8,6.0,46.0,5,2,3,3,0
45,2,0,-8.1114144,-34.9475004,0.1,13.9,39.0,4,2,3,3,0
67,9,0,-7.9887839,-34.9275536,13.4,66.0,46.0,5,2,3,3,1
36,6,1,-8.0012279,-34.9134597,0.0,27.0,55.0,5,1,3,3,1
17,1,0,-8.0142691,-34.9241833,0.0,13.0,72.0,0,2,3,3,0
78,2,0,-8.0709761,-34.8854841,0.0,0.0,8.0,3,1,0,0,0
45,1,0,-8.1308036,-34.9471596,0.0,8.0,37.0,4,2,3,3,0
43,9,0,-7.963912,-34.923612,0.0,0.7,81.0,5,2,3,3,0
64,6,1,-8.0017052,-34.9254218,0.0,15.0,32.0,5,2,3,3,1
45,1,0,-8.113441,-34.9443184,0.0,0.0,17.0,4,1,2,0,0
55,12,0,-8.1312646,-34.9374056,0.0,17.0,34.0,4,2,3,3,0
45,9,0,-8.1105893,-34.9594252,0.0,8.0,66.0,6,3,3,4,0
2,5,0,-8.0121954,-34.8999783,0.0,0.7,43.0,7,2,3,3,0
50,9,0,-8.1100556,-34.9056593,0.8,13.0,11.0,2,1,0,0,0
68,9,0,-8.0221094,-34.8786502,0.0,0.0,5.0,7,1,0,1,0
64,6,1,-8.0000333,-34.9350187,1.6,84.0,71.0,5,2,3,3,1
43,6,1,-8.0077527,-34.9362481,0.0,13.0,25.0,5,1,3,3,1
32,14,0,-8.0459986,-34.9200064,0.2,20.0,9.0,0,1,0,0,0
45,9,0,-8.1282193,-34.9557133,0.0,2.0,25.0,0,1,3,3,1
53,6,1,-8.0845493,-34.9460224,0.0,46.0,10.0,6,1,3,2,1
35,6,1,-8.0151403,-34.9573099,0.0,2.0,17.0,0,2,3,1,1
5,6,1,-8.0212968,-34.9081116,0.0,2.0,44.0,7,2,3,3,1
40,9,0,-8.079911,-34.931126,0.0,9.8,8.0,2,1,2,0,0
65,9,0,-8.0188623,-34.9506962,0.4,146.0,6.0,0,1,0,1,1
80,14,0,-8.0285686,-34.9054051,0.0,0.0,10.0,7,1,0,0,0
57,6,1,-8.0167725,-34.92925013244986,2.3,10.0,12.0,0,1,0,1,1
64,6,1,-8.0014099,-34.931535,1.2,2.0,50.0,5,1,3,3,1
4,6,1,-8.0172505,-34.9121609,0.0,1.0,26.0,0,2,3,3,1
4,1,0,-8.0181195,-34.9116089,4.6,39.0,26.0,7,1,3,3,0
45,6,1,-8.1063347,-34.9511723,0.0,0.0,63.0,6,1,3,3,1
64,6,1,-8.0014099,-34.931535,0.8,29.0,50.0,5,1,3,3,1
27,9,0,-8.0077527,-34.9362481,2.0,47.8,25.0,5,1,3,3,0
64,6,1,-7.9999177,-34.9269306,0.0,2.0,66.0,5,2,3,3,1
45,6,1,-8.120419,-34.9560682,13.8,146.0,85.0,4,1,3,3,1
36,6,1,-7.988553550000001,-34.92232574738948,12.6,146.0,30.0,5,1,3,3,1
12,9,0,-8.1273161,-34.9020851,0.0,6.0,11.0,2,1,0,1,0
77,9,0,-8.0651853,-34.87935829872691,0.0,9.0,12.0,7,1,0,0,0
31,6,1,-8.0917399,-34.9657259,0.0,0.0,53.0,7,3,3,4,1
45,6,1,-8.117241,-34.9502195,0.0,0.0,51.0,4,2,3,3,1
64,6,1,-8.0198572,-34.9266431,2.8,80.2,19.0,0,1,3,3,1
32,1,0,-8.0465656,-34.9197757,0.3,8.1,9.0,0,1,0,0,0
45,9,0,-8.1239636,-34.9377499,0.0,0.0,68.0,4,2,3,3,1
55,12,0,-8.1340722,-34.9423642,0.6,2.0,70.0,4,2,3,3,0
17,3,0,-8.0142691,-34.9241833,0.0,52.0,72.0,0,2,3,3,0
57,9,0,-8.0087001,-34.9274428,0.0,1.0,54.0,0,1,3,3,1
86,6,1,-8.0357513,-34.9609433,0.0,80.2,22.0,0,2,3,3,1
13,9,0,-8.06231335,-34.88667356512664,0.0,0.0,14.0,7,1,0,0,0
55,6,1,-8.1394854,-34.9348766,0.7,21.1,38.0,4,2,3,3,1
43,12,0,-7.9751382,-34.9253923,0.0,6.0,31.0,5,2,3,3,0
45,5,0,-8.1098571,-34.9554692,0.0,101.0,47.0,6,2,3,3,0
43,9,0,-7.9991196,-34.9379973,0.0,24.0,42.0,5,0,3,3,0
35,6,1,-8.014965,-34.9505581,0.2,4.5,17.0,0,1,3,3,1
52,2,0,-8.0398236,-34.9373458,0.2,22.4,11.0,7,1,0,0,0
55,9,0,-8.1305321,-34.9441159,1.0,8.0,30.0,4,1,3,3,1
4,9,0,-8.0111889,-34.9127639,0.0,0.0,68.0,0,1,3,3,0
5,12,0,-8.0231049,-34.9096692,0.0,0.0,23.0,7,2,3,3,0
52,9,0,-8.0280742,-34.9370894,0.0,0.0,8.0,0,1,0,1,0
35,12,0,-8.0193199,-34.9569703,0.0,23.0,20.0,0,1,3,3,0
36,6,1,-8.0044956,-34.9066946,15.8,133.0,35.0,7,0,3,3,1
43,6,1,-7.9930052,-34.9322037,6.2,146.0,67.0,5,2,3,3,1
45,6,1,-8.1279729,-34.9515488,6.0,61.0,38.0,4,2,3,3,1
64,6,1,-8.004216,-34.9280182,0.0,2.0,63.0,5,0,3,3,1
56,6,1,-8.0080906,-34.9078692,0.0,48.0,15.0,7,1,3,1,1
35,9,0,-8.0193199,-34.9569703,0.0,1.0,20.0,0,1,3,3,1
55,12,0,-8.1312646,-34.9374056,0.2,2.7,34.0,4,2,3,3,0
11,9,0,-8.0070244,-34.8883412,5.4,48.0,12.0,5,1,3,3,0
45,6,1,-8.1135394,-34.9460681,0.6,2.0,52.0,4,2,3,3,1
81,9,0,-8.0869918,-34.9494231,0.0,4.0,15.0,6,1,3,2,0
2,9,0,-8.0121353,-34.902964,0.0,0.0,52.0,7,1,3,3,1
61,9,0,-8.0263217,-34.9287912,0.0,5.0,29.0,0,1,3,3,0
21,9,0,-8.0150497,-34.8860646,3.6,39.0,36.0,7,2,3,3,0
87,2,0,-8.0207332,-34.9217363,9.2,26.0,19.0,0,1,3,3,0
2,12,0,-8.0121353,-34.902964,0.0,0.0,52.0,7,1,3,3,0
57,9,0,-8.0094146,-34.9303986,0.0,1.0,43.0,0,2,3,3,1
45,0,0,-8.1146075,-34.9519166,0.0,2.0,70.0,4,1,3,3,0
17,6,1,-7.9910715,-34.933333,0.0,107.0,54.0,5,2,3,3,1
28,2,0,-8.0449465,-34.949081,0.0,0.0,17.0,0,1,2,0,0
64,6,1,-7.999595,-34.9364629,1.2,21.0,86.0,5,2,3,3,1
64,12,0,-8.0049279,-34.9268142,26.0,98.0,63.0,5,1,3,3,0
1,10,0,-8.0654395,-34.9080784,0.2,15.0,7.0,7,1,0,0,0
36,6,1,-7.9935716,-34.9156559,0.2,-1.0,46.0,5,2,3,3,1
64,6,1,-8.0069178,-34.9273157,0.0,7.0,47.0,5,1,3,3,1
45,12,0,-8.1114828,-34.9615055,0.0,8.0,64.0,6,3,3,4,0
45,1,0,-8.116954549999999,-34.95209736849097,5.2,40.2,69.0,4,2,3,3,0
56,9,0,-8.0090621,-34.9046508,1.8,31.0,28.0,7,2,3,3,1
64,9,0,-7.9992462,-34.9329646,0.0,1.0,43.0,5,1,3,3,1
86,9,0,-8.0394494,-34.9791585,0.2,0.6,51.0,6,2,3,3,0
86,6,1,-8.02377775,-34.96467022239024,6.2,84.0,52.0,4,2,3,3,1
35,6,1,-8.0114255,-34.9520689,0.4,20.7,34.0,0,2,3,3,1
45,12,0,-8.1358593,-34.950997,0.0,0.0,20.0,4,2,3,3,0
86,1,0,-8.0238835,-34.9662738,2.8,59.0,52.0,4,2,3,3,0
24,2,0,-8.0269935,-34.9188861,0.0,0.0,30.0,0,1,3,3,0
78,9,0,-8.0760051,-34.89503005813444,0.0,29.0,5.0,1,1,0,0,0
36,9,0,-7.9920012,-34.9137515,0.0,2.0,32.0,5,2,3,3,0
57,6,1,-8.0066925,-34.9299141,0.0,6.0,49.0,5,1,3,3,1
32,9,0,-8.0449802,-34.9283707,0.0,8.0,10.0,0,1,0,0,0
64,6,1,-8.0198572,-34.9266431,,,19.0,0,1,3,3,1
67,9,0,-7.9866233,-34.9287523,0.3,5.1,,5,2,3,3,1
56,9,0,-8.0056797,-34.9000772,0.5,20.7,,7,2,3,1,1
31,9,0,-8.086404,-34.9662168,,,,6,1,3,3,0
30,6,1,-8.1181962,-34.9495208,,,,4,2,3,3,1
53,6,1,-8.0662752,-34.9362607,,,,2,1,0,0,1
52,9,0,-8.0398236,-34.9373458,0.0,-1.0,,7,1,0,0,0
87,9,0,-8.0052505,-34.9217532,1.2,14.0,,5,2,3,3,1
69,9,0,-8.0877814,-34.8964697,3.1,18.5,,2,1,0,1,0
36,9,0,-7.9974518,-34.9108119,0.0,0.7,,5,2,3,3,0
87,6,1,-8.0091928,-34.9183702,0.3,5.1,,0,2,3,3,1
45,9,0,-8.116954549999999,-34.95209736849097,0.2,0.0,,4,2,3,3,1
64,2,0,-7.9999358,-34.9268208,3.5,80.2,,5,2,3,3,0
45,4,0,-8.116954549999999,-34.95209736849097,5.2,80.2,,4,2,3,3,0
55,9,0,-8.1348391,-34.9451985,0.0,11.0,,4,2,3,3,0
46,9,0,-8.1087557,-34.9416089,0.0,10.0,,4,1,1,0,0
55,9,0,-8.1371227,-34.9408076,0.2,46.0,,4,3,3,4,0
56,9,0,-8.0454263,-34.9184038,0.2,15.0,,0,1,0,1,1
24,1,0,-8.0246343,-34.917753,0.0,-1.0,,0,1,3,3,0
45,12,0,-8.1322968,-34.9531895,2.4,44.0,,4,2,3,3,0
27,6,1,-8.008056,-34.9348806,0.0,56.0,,0,2,3,3,1
45,1,0,-8.117241,-34.9502195,0.0,1.0,,4,2,3,3,0
17,6,1,-8.0007319,-34.9240673,0.0,13.0,,5,1,3,3,1
45,12,0,-8.135009,-34.9480277,0.0,66.0,,4,2,3,3,0
8,2,0,-8.0941474,-34.9284115,0.0,0.0,,2,1,2,0,0
50,9,0,-8.1188465,-34.9099201,0.8,5.0,,2,1,0,1,0
8,12,0,-8.1010929,-34.9252615,4.0,47.8,,2,1,2,1,0
86,6,1,-8.0327123,-34.9764484,3.2,39.0,,4,2,3,3,1
35,6,1,-8.0083781,-34.9589903,0.0,5.0,,0,1,2,1,1
57,9,0,-8.0087001,-34.9274428,0.2,1.0,,0,1,3,3,1
4,1,0,-8.0129991,-34.9127978,0.0,0.0,,0,2,3,3,0
45,12,0,-8.1253038,-34.9571034,0.0,0.0,,0,2,3,3,0
45,9,0,-8.126599,-34.9564101,0.0,11.0,,0,1,3,3,0
45,1,0,-8.124922,-34.9526141,0.1,3.4,,4,2,3,3,0
45,9,0,-8.1341431,-34.9497581,0.0,0.0,,4,1,3,3,0
24,6,1,-8.0246343,-34.917753,12.2,50.0,,0,1,3,3,1
45,6,1,-8.1215632,-34.9397226,0.0,-1.0,,4,0,3,3,1
64,9,0,-8.0002578,-34.9232616,0.0,0.0,,5,1,3,3,1
56,9,0,-8.0127765,-34.9083817,0.2,5.1,,0,2,3,3,0
43,6,1,-7.9962875,-34.9336803,0.0,0.0,,5,2,3,3,1
86,1,0,-8.0359857,-34.9739503,0.0,3.0,,4,2,3,3,0
64,6,1,-7.9996747,-34.9349302,9.4,84.0,,5,2,3,3,1
45,9,0,-8.113521,-34.9528413,0.0,0.0,,6,1,3,3,0
64,6,1,-8.0026696,-34.9295613,0.0,2.0,,5,1,3,3,1
64,6,1,-7.9972381,-34.9303751,0.2,5.0,,5,2,3,3,1
36,6,1,-8.0015133,-34.918901,0.0,2.0,,5,1,3,3,1
45,1,0,-8.1141153,-34.9465532,0.2,21.0,,4,0,3,3,0
36,1,0,-7.9972647,-34.9200114,0.0,-1.0,,5,2,3,3,0
35,6,1,-8.0126963,-34.9523302,0.2,20.9,,0,1,3,3,1
64,6,1,-8.0060622,-34.9306446,0.0,12.0,,5,2,3,3,1
87,6,1,-8.0063434,-34.9168824,0.0,25.0,,0,2,3,3,1
64,11,0,-8.017866,-34.9274039,0.2,4.0,,0,2,3,3,0
2,9,0,-8.0121353,-34.902964,0.0,1.0,,7,1,3,3,1
4,1,0,-8.0129991,-34.9127978,0.0,0.6,,0,2,3,3,0
50,9,0,-8.0901787,-34.90839,0.0,1.0,,2,1,0,0,0
86,6,1,-8.0353832,-34.9788514,12.4,98.0,,6,2,3,3,1
12,9,0,-8.1379595,-34.9072104,0.0,1.0,,2,1,0,0,0
4,9,0,-8.0129991,-34.9127978,0.5,2.7,,0,2,3,3,1
67,1,0,-7.9907608,-34.9270968,0.0,0.0,,5,2,3,3,0
53,9,0,-8.0662752,-34.9362607,0.0,0.0,,2,1,0,0,0
64,6,1,-8.017866,-34.9274039,0.0,92.0,,0,2,3,3,1
64,9,0,-8.0093439,-34.9244622,0.0,21.0,,0,2,3,3,1
45,12,0,-8.1258536,-34.9455255,1.0,11.0,,4,2,3,3,0
64,6,1,-8.0030566,-34.9259801,0.0,12.0,,5,2,3,3,1
25,9,0,-8.0337811,-34.9183073,0.0,1.0,,1,1,0,0,0
87,1,0,-8.0098376,-34.9180826,13.8,146.0,,0,2,3,3,0
4,1,0,-8.0079644,-34.9123279,0.7,8.9,,7,1,3,3,0
55,6,1,-8.1312646,-34.9374056,0.0,0.0,,4,2,3,3,1
8,9,0,-8.0965347,-34.9303459,1.1,26.0,,2,1,2,0,0
13,12,0,-8.0589526,-34.8895739,0.0,1.0,,7,1,0,0,0
64,3,0,-7.9991223,-34.9271986,0.0,52.0,,5,2,3,3,0
56,9,0,-8.0090621,-34.9046508,0.0,7.0,,7,2,3,3,1
67,6,1,-7.988553550000001,-34.92232574738948,4.8,80.2,,5,1,3,3,1
84,9,0,-8.0544148,-34.9375824,0.0,0.0,,0,1,0,0,0
64,9,0,-8.0081562,-34.9339244,0.0,4.0,,0,2,3,3,1
55,9,0,-8.1382723,-34.9336442,0.3,19.8,,4,2,3,3,0
43,6,1,-7.9956409,-34.9358638,0.0,0.0,,5,1,3,3,1
67,4,0,-7.9867243,-34.926024,2.2,84.0,,5,2,3,3,0
45,6,1,-8.1247555,-34.9453841,0.0,56.0,,4,1,3,3,1
53,9,0,-8.0782755,-34.9399438,5.2,66.0,,2,1,2,0,0
45,6,1,-8.126427,-34.9548206,0.0,2.5,,4,0,3,3,1
45,6,1,-8.1056967,-34.9528239,0.0,0.0,,6,2,3,3,1
45,6,1,-8.1265266,-34.9511307,1.0,9.0,,4,2,2,1,1
45,6,1,-8.1322968,-34.9531895,0.0,31.0,,4,2,3,3,1
29,8,0,-8.0687489,-34.8900401,10.4,66.0,,1,1,0,0,0
87,9,0,-8.0123133,-34.917952,1.2,10.0,,0,2,3,3,1
13,9,0,-8.0607981,-34.8898134,0.6,9.0,,7,1,0,0,0
17,6,1,-7.9910755,-34.9360648,0.0,11.0,,5,1,0,1,1
1,9,0,-8.0700719,-34.9074204,1.6,2.0,,7,1,0,0,0
36,6,1,-7.9915895,-34.9178606,0.6,56.0,,5,2,3,3,1
36,6,1,-7.9989231,-34.9152415,0.4,23.0,,5,2,3,3,1
36,1,0,-7.9939262,-34.9147667,4.2,13.0,,5,2,3,3,0
87,1,0,-8.011774,-34.919054,3.1,21.1,,0,2,3,3,0
56,6,1,-7.9990249,-34.9342349,4.4,16.0,,5,1,3,3,1
50,9,0,-8.1123692,-34.9045475,0.0,0.0,,2,1,0,1,0
31,6,1,-8.0917399,-34.9657259,0.0,4.0,,7,3,3,4,1
36,1,0,-7.9974518,-34.9108119,0.6,5.0,,5,2,3,3,0
36,6,1,-7.9912716,-34.9171168,2.8,66.0,,5,1,3,3,1
67,9,0,-7.9884804,-34.9235187,0.0,80.2,,5,1,3,3,1
39,9,0,-8.0428691,-34.8912789,2.6,68.0,,7,1,0,0,0
86,6,1,-8.0394494,-34.9791585,0.4,123.0,,6,2,3,3,1
45,6,1,-8.107540199999999,-34.949931520289695,5.8,46.0,,6,2,3,3,1
4,9,0,-8.0149843,-34.9125177,8.2,107.0,,0,2,3,3,1
57,12,0,-8.0167725,-34.92925013244986,0.0,2.0,,0,1,0,1,0
69,9,0,-8.0982849,-34.88531812512033,0.0,2.0,,2,1,0,0,0
36,6,1,-7.988553550000001,-34.92232574738948,15.2,153.0,,5,1,3,3,1
42,9,0,-8.0451664,-34.9007686,1.4,12.0,,1,1,0,0,0
2,11,0,-8.0180294,-34.8943993,0.0,56.0,,7,1,3,3,0
39,9,0,-8.0414796,-34.8904546,25.6,57.0,,7,1,0,0,0
67,6,1,-7.9850539,-34.9301988,6.6,84.0,,5,2,3,3,1
50,9,0,-8.1171492,-34.9095272,0.0,0.0,10.0,2,1,0,1,0
67,6,1,-7.9840705,-34.9282904,0.0,21.0,41.0,5,0,3,3,1
57,9,0,-8.0089677,-34.9301109,6.2,84.0,43.0,0,2,3,3,1
45,6,1,-8.107540199999999,-34.949931520289695,,,35.0,6,2,3,3,1
64,9,0,-8.0081562,-34.9339244,0.4,69.0,42.0,0,2,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,0.0,0.0,69.0,4,2,3,3,1
9,9,0,-8.0250816,-34.8913229,0.0,5.0,11.0,7,1,0,0,0
82,10,0,-8.0425107,-34.9074638,0.0,4.0,17.0,7,1,2,0,0
55,11,0,-8.1368143,-34.9365865,0.0,1.0,21.0,4,1,3,3,0
56,6,1,-8.1374293,-34.9316484,0.6,10.0,69.0,4,0,3,3,1
52,9,0,-8.0325322,-34.9431015,0.0,0.0,12.0,1,1,0,0,0
57,2,0,-8.00681285,-34.93232902252291,1.4,21.0,31.0,5,2,3,3,0
64,9,0,-8.0069178,-34.9273157,0.0,0.0,47.0,5,1,3,3,1
67,6,1,-7.988553550000001,-34.92232574738948,1.5,20.7,30.0,5,1,3,3,1
45,9,0,-8.1114788,-34.962394,0.0,31.0,64.0,6,3,3,4,0
31,9,0,-8.0851317,-34.9707745,0.0,0.0,59.0,6,2,3,3,0
45,9,0,-8.1380823,-34.9533047,0.0,0.0,52.0,0,2,3,3,1
45,9,0,-8.1373303,-34.9487268,0.0,10.0,38.0,4,1,3,3,0
64,6,1,-7.9993175,-34.9326664,0.4,10.0,43.0,5,1,3,3,1
86,9,0,-8.0361322,-34.974415,0.0,56.0,65.0,4,2,3,3,1
64,9,0,-7.9982989,-34.9276359,0.0,1.0,32.0,5,0,3,3,0
77,9,0,-8.0620554,-34.8764812,0.6,5.0,1.0,7,1,0,1,0
7,6,1,-8.0197762,-34.9403431,4.8,80.2,20.0,0,2,3,3,1
62,9,0,-8.0203799,-34.9122501,0.6,21.0,31.0,7,2,3,3,0
45,6,1,-8.1208649,-34.9425541,0.0,20.7,60.0,4,2,3,3,1
45,11,0,-8.124568,-34.9551051,0.4,7.0,57.0,4,2,3,3,0
64,6,1,-8.0198572,-34.9266431,0.2,13.0,19.0,0,1,3,3,1
36,6,1,-7.9969071,-34.9217767,1.0,10.0,33.0,5,1,3,3,1
86,6,1,-8.037326,-34.9761745,0.4,8.0,79.0,6,1,3,3,1
88,9,0,-8.0489386,-34.9173886,0.0,3.0,9.0,0,1,0,0,0
86,9,0,-8.0348029,-34.9592525,0.0,0.0,24.0,0,2,3,3,1
36,1,0,-7.99967695,-34.91380530905113,0.0,0.0,69.0,5,2,3,3,0
36,6,1,-8.0013221,-34.9064312,6.2,146.0,51.0,5,1,3,3,1
80,9,0,-8.028213,-34.9058247,0.0,0.0,,7,1,0,0,0
86,6,1,-8.0319678,-34.9776739,0.0,92.0,79.0,4,2,3,3,1
18,9,0,-7.9939631,-34.9248961,6.1,21.1,55.0,5,0,3,3,1
64,9,0,-7.9985361,-34.9323188,0.0,11.0,43.0,5,0,3,3,0
11,12,0,-8.0070244,-34.8883412,9.2,46.0,12.0,5,1,3,3,0
2,1,0,-8.0121353,-34.902964,0.0,0.0,52.0,7,1,3,3,0
67,6,1,-7.9781385,-34.923386,0.3,4.1,40.0,5,2,3,3,1
87,9,0,-8.0094212,-34.921428,1.2,5.0,59.0,0,1,3,3,0
86,12,0,-8.0309104,-34.9777967,0.0,-1.0,85.0,4,2,3,3,0
87,1,0,-8.0093876,-34.9226357,2.8,-1.0,59.0,0,2,3,3,0
87,1,0,-8.0093876,-34.9226357,,,59.0,0,2,3,3,0
17,8,0,-8.0142691,-34.9241833,5.2,80.2,72.0,0,2,3,3,0
45,12,0,-8.1251927,-34.9529787,,,77.0,4,2,3,3,0
36,1,0,-7.9917412,-34.9174881,0.0,21.0,24.0,5,1,3,3,0
43,6,1,-7.9643913,-34.9243226,1.1,11.1,81.0,5,1,3,3,1
55,6,1,-8.1328872,-34.9401498,0.0,0.0,34.0,4,2,3,3,1
30,9,0,-8.1185224,-34.9616901,18.0,153.0,40.0,6,3,3,4,1
86,6,1,-8.0252341,-34.9613703,0.0,41.0,11.0,4,1,0,1,1
24,6,1,-8.0246343,-34.917753,5.4,92.0,15.0,0,1,3,3,1
45,6,1,-8.120419,-34.9560682,0.0,-1.0,85.0,4,1,3,3,1
4,6,1,-8.0074082,-34.9122948,,,22.0,7,1,3,1,1
55,9,0,-8.1312646,-34.9374056,0.0,0.0,34.0,4,2,3,3,0
43,9,0,-7.993508,-34.9375683,0.4,20.7,38.0,5,1,2,1,1
28,14,0,-8.0439748,-34.9445518,0.0,27.0,12.0,0,1,0,0,0
12,9,0,-8.1334945,-34.9051778,0.2,20.0,8.0,2,1,0,0,0
36,9,0,-7.9920682,-34.9179686,0.0,21.1,24.0,5,1,3,3,1
45,6,1,-8.1181962,-34.9495208,0.0,1.0,50.0,4,2,3,3,1
43,6,1,-7.9991196,-34.9379973,27.6,107.0,42.0,5,0,3,3,1
16,9,0,-8.0827799,-34.8789567,0.0,0.0,7.0,2,1,0,0,0
24,12,0,-8.0263771,-34.9067519,0.0,5.0,10.0,7,1,0,0,0
57,6,1,-8.0096161,-34.9264616,2.2,84.0,53.0,0,2,3,3,1
67,7,0,-7.9800211,-34.9189704,0.3,26.0,26.0,5,1,0,1,0
12,8,0,-8.1403407,-34.9085026,0.4,69.0,16.0,2,1,2,0,0
11,1,0,-8.0070244,-34.8883412,0.0,6.0,12.0,5,1,3,3,0
36,9,0,-7.9958977,-34.9205643,0.0,37.0,71.0,5,2,3,3,0
23,12,0,-8.0381011,-34.8820567,0.0,0.0,6.0,7,1,0,0,0
45,6,1,-8.116954549999999,-34.95209736849097,,,69.0,4,2,3,3,1
64,1,0,-8.0062911,-34.9227154,0.0,1.0,58.0,5,1,3,3,0
64,1,0,-7.9992462,-34.9329646,0.0,0.0,43.0,5,1,3,3,0
24,12,0,-8.0246343,-34.917753,0.0,0.0,15.0,0,1,3,3,0
64,6,1,-8.0029829,-34.9299386,0.0,3.0,63.0,5,2,3,3,1
72,9,0,-8.0621014,-34.8816036,3.2,-1.0,10.0,7,1,0,0,0
55,6,1,-8.1312646,-34.9374056,0.6,12.0,34.0,4,2,3,3,1
45,6,1,-8.117241,-34.9502195,0.0,8.0,51.0,4,2,3,3,1
45,6,1,-8.1200629,-34.9491955,,,74.0,4,2,3,3,1
45,1,0,-8.116954549999999,-34.95209736849097,0.8,9.0,69.0,4,2,3,3,0
64,9,0,-8.005971,-34.9262559,0.0,1.0,63.0,5,1,3,3,1
14,6,1,-8.0200089,-34.9032583,0.4,10.0,14.0,7,1,3,3,1
45,1,0,-8.1245759,-34.9489477,0.0,9.0,42.0,4,2,3,3,0
57,8,0,-8.0081665,-34.9280496,7.9,80.2,47.0,0,2,3,3,0
57,1,0,-8.0118867,-34.9311631,1.6,84.0,31.0,0,1,3,3,0
64,1,0,-8.0030482,-34.9325432,0.5,20.7,52.0,5,2,3,3,0
41,9,0,-8.0148962,-34.8903969,0.0,8.0,18.0,7,1,3,3,1
2,8,0,-8.0121954,-34.8999783,0.0,1.0,43.0,7,2,3,3,0
30,9,0,-8.1172522,-34.9612708,6.8,146.0,40.0,6,3,3,4,1
12,9,0,-8.1407144,-34.9092389,0.0,5.0,16.0,2,1,2,0,0
64,6,1,-8.0011728,-34.9234946,0.0,17.0,32.0,5,2,3,3,1
46,9,0,-8.1176034,-34.9396697,0.0,1.0,19.0,4,1,1,0,0
81,9,0,-8.0935268,-34.9614827,0.0,1.0,15.0,7,1,0,1,0
67,6,1,-7.9850539,-34.9301988,0.0,44.0,61.0,5,2,3,3,1
11,6,1,-8.0068872,-34.8909196,1.6,12.0,20.0,5,1,3,3,1
5,9,0,-8.0238048,-34.9066409,0.0,-1.0,33.0,7,2,3,3,0
36,6,1,-8.000652850000002,-34.915896439373704,1.2,28.0,36.0,5,2,3,3,1
36,9,0,-8.0044956,-34.9066946,0.0,9.0,35.0,7,0,3,3,1
45,6,1,-8.1102627,-34.9567399,1.4,146.0,58.0,6,2,3,3,1
8,0,0,-8.0941474,-34.9284115,8.0,80.2,13.0,2,1,2,0,0
45,1,0,-8.1323859,-34.9484299,0.8,24.0,17.0,4,1,3,1,0
77,9,0,-8.0650497,-34.88089118210441,0.0,0.0,12.0,7,1,0,0,0
50,9,0,-8.0921642,-34.9144877,0.0,3.0,6.0,2,1,0,1,0
55,12,0,-8.1359088,-34.9425382,0.0,0.0,39.0,4,2,3,3,0
2,12,0,-8.0127121,-34.8991025,0.0,2.3,39.0,7,2,3,3,0
